Record_ID,Country,ISO_Code,Join_Year,Founding_Member,Nuclear_Sharing,Region,Capital,Equipment_Type,Equipment_Category,Domain,Notable_Models,Units_Count,Operational_Status,Condition,Year_Acquired,Equipment_Age_Years,Unit_Cost_M_USD,Total_Value_M_USD,Country_of_Origin,NATO_Standardized,Interoperable,Last_Maintenance_Year,Next_Upgrade_Due,Combat_Ready_Pct
2366,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,1015,On Order,Needs Repair,2019,5,444.69,451360.35,Israel,Partial,No,2024,2033,97.7
2367,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,11,On Order,Needs Repair,2022,2,103.84,1142.24,Turkey,Partial,Yes,2022,2024,51.5
2368,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,254,Upgrading,Needs Repair,2020,4,393.5,99949.0,Domestic,No,Yes,2022,2024,94.8
2369,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,1137,Operational,Fair,2020,4,85.64,97372.68,USA,Partial,Yes,2020,2030,64.1
2370,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,1109,Upgrading,Good,2017,7,71.3,79071.7,Multi-National,Yes,Yes,2020,2032,71.7
2371,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,1512,Operational,Excellent,2022,2,429.79,649842.48,Italy,No,Yes,2024,2031,72.6
2372,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,195,Reserve,Excellent,2022,2,218.37,42582.15,Italy,Partial,Yes,2022,2034,62.6
2373,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,875,In Maintenance,Good,2017,7,225.3,197137.5,Israel,No,Yes,2021,2030,42.3
2374,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,291,On Order,Good,2023,1,410.83,119551.53,Germany,No,No,2023,2026,95.9
2375,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Corvette,Naval,Sea,Skjold / Visby / Burak,216,Upgrading,Excellent,2019,5,391.04,84464.64,France,No,Yes,2022,2026,43.9
2376,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Corvette,Naval,Sea,Skjold / Visby / Burak,1086,Reserve,Needs Repair,2021,3,15.41,16735.26,Turkey,Partial,Yes,2024,2026,82.5
2377,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Corvette,Naval,Sea,Skjold / Visby / Burak,1812,Decommissioning,Needs Repair,2018,6,17.21,31184.52,Italy,Yes,No,2022,2030,65.1
2378,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Satellite Terminal,Communications,Digital,SATCOM / JTRS,103,Operational,Needs Repair,2020,4,188.73,19439.19,Multi-National,Partial,Yes,2020,2028,42.5
2379,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Satellite Terminal,Communications,Digital,SATCOM / JTRS,1955,In Maintenance,Excellent,2020,4,212.23,414909.65,Multi-National,Partial,No,2020,2028,85.2
2380,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Satellite Terminal,Communications,Digital,SATCOM / JTRS,1186,Operational,End-of-Life,2017,7,88.16,104557.76,Germany,Yes,Yes,2022,2035,79.8
2381,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,816,On Order,Good,2017,7,217.33,177341.28,UK,No,No,2022,2034,66.9
2382,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1073,In Maintenance,Needs Repair,2019,5,28.87,30977.51,France,Partial,Yes,2021,2026,49.1
2383,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Multiple Launch Rocket System,Artillery,Land,M270 / HIMARS / BM-21,356,On Order,Good,2019,5,258.92,92175.52,Italy,No,Yes,2019,2028,75.5
2384,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Multiple Launch Rocket System,Artillery,Land,M270 / HIMARS / BM-21,1749,Reserve,Needs Repair,2020,4,248.03,433804.47,Italy,No,Yes,2020,2032,72.2
2385,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,741,Operational,Excellent,2021,3,204.81,151764.21,Turkey,Partial,Yes,2023,2030,53.0
2386,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,843,Reserve,Fair,2020,4,215.38,181565.34,Italy,Partial,Yes,2022,2029,72.6
2387,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1107,Operational,Needs Repair,2024,0,162.71,180119.97,Turkey,Yes,Yes,2024,2025,66.6
2388,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,196,Reserve,End-of-Life,2018,6,357.22,70015.12,Multi-National,Yes,No,2019,2027,54.2
2389,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,1653,Decommissioning,Needs Repair,2022,2,303.16,501123.48,UK,Yes,Yes,2022,2025,58.7
2390,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,187,In Maintenance,Fair,2020,4,445.05,83224.35,Germany,Yes,No,2021,2026,88.5
2391,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Self-Propelled Howitzer,Artillery,Land,PzH 2000 / K9 Thunder / Caesar,786,In Maintenance,Excellent,2017,7,309.12,242968.32,Israel,Partial,No,2019,2030,63.9
2392,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,475,Reserve,Excellent,2018,6,170.92,81187.0,Multi-National,Yes,Yes,2018,2024,43.8
2393,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,177,Decommissioning,Fair,2024,0,54.92,9720.84,Italy,No,No,2024,2029,85.7
2394,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,1365,Operational,End-of-Life,2022,2,13.46,18372.9,Domestic,Yes,No,2023,2031,87.8
2395,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,478,Upgrading,Good,2022,2,71.21,34038.38,Italy,Partial,No,2022,2031,87.9
2396,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,490,Operational,Good,2022,2,82.36,40356.4,Domestic,Yes,Yes,2024,2030,68.7
2397,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,202,Reserve,Needs Repair,2017,7,178.89,36135.78,Domestic,Yes,No,2019,2027,61.9
2398,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,903,On Order,Fair,2024,0,129.75,117164.25,Domestic,No,No,2024,2031,60.2
2399,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,311,On Order,End-of-Life,2019,5,321.15,99877.65,Turkey,Partial,No,2020,2030,99.0
2400,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,648,Decommissioning,End-of-Life,2024,0,424.77,275250.96,Multi-National,Partial,Yes,2024,2035,73.2
2401,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,204,Reserve,Excellent,2024,0,436.88,89123.52,USA,Yes,No,2024,2035,55.8
2402,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,323,Decommissioning,Fair,2021,3,315.92,102042.16,Italy,No,No,2024,2027,44.5
2403,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,1917,On Order,Needs Repair,2020,4,199.93,383265.81,UK,Yes,Yes,2023,2030,75.8
2404,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,637,Decommissioning,Fair,2022,2,294.77,187768.49,Turkey,Partial,Yes,2022,2028,40.4
2405,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,252,Upgrading,Excellent,2018,6,419.95,105827.4,Turkey,Yes,No,2018,2027,79.0
2406,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Short-Range Air Defense,Air Defense,Land,SHORAD / Gepard / Stinger,77,In Maintenance,Needs Repair,2018,6,47.04,3622.08,France,Partial,Yes,2024,2025,79.8
2407,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Maritime Helicopter,Aviation,Air,AW159 / MH-60R,1295,Operational,Good,2018,6,205.06,265552.7,Italy,No,No,2020,2030,55.5
2408,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Maritime Helicopter,Aviation,Air,AW159 / MH-60R,64,On Order,Fair,2018,6,256.6,16422.4,UK,Yes,No,2023,2024,82.5
2409,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Maritime Helicopter,Aviation,Air,AW159 / MH-60R,1790,In Maintenance,Fair,2024,0,249.05,445799.5,USA,Yes,No,2024,2027,56.2
2410,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Maritime Helicopter,Aviation,Air,AW159 / MH-60R,1412,On Order,Excellent,2019,5,136.68,192992.16,USA,No,No,2021,2028,79.5
2411,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,297,Decommissioning,Good,2021,3,409.35,121576.95,Germany,Yes,Yes,2024,2028,47.6
2412,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,152,Decommissioning,Fair,2018,6,190.52,28959.04,Israel,Yes,Yes,2022,2033,88.5
2413,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,202,In Maintenance,Fair,2022,2,276.22,55796.44,Israel,No,No,2022,2025,90.6
2414,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Light Tank,Armored,Land,CV90105 / AMX-10RC,589,In Maintenance,Good,2023,1,116.08,68371.12,USA,No,No,2024,2024,65.8
2415,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Light Tank,Armored,Land,CV90105 / AMX-10RC,1597,Reserve,Excellent,2022,2,290.69,464231.93,USA,Partial,Yes,2023,2034,46.2
2416,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Light Tank,Armored,Land,CV90105 / AMX-10RC,460,On Order,Good,2021,3,288.52,132719.2,USA,Partial,Yes,2024,2032,75.9
2417,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,95,Decommissioning,Fair,2024,0,241.22,22915.9,Turkey,Partial,No,2024,2025,73.4
2418,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,1570,Reserve,Excellent,2020,4,442.77,695148.9,Italy,Partial,No,2022,2031,58.4
2419,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,1022,On Order,Good,2020,4,107.53,109895.66,Italy,Partial,No,2021,2030,85.5
2420,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,980,Upgrading,End-of-Life,2017,7,42.65,41797.0,Italy,Yes,No,2020,2025,79.9
2421,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Multirole Aircraft,Air Force,Air,F-35 / Rafale / F/A-18,992,Operational,End-of-Life,2022,2,22.43,22250.56,France,No,Yes,2022,2035,46.9
2422,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Multirole Aircraft,Air Force,Air,F-35 / Rafale / F/A-18,672,On Order,Needs Repair,2023,1,250.88,168591.36,UK,Partial,Yes,2024,2026,73.8
2423,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Multirole Aircraft,Air Force,Air,F-35 / Rafale / F/A-18,672,Reserve,Needs Repair,2022,2,15.11,10153.92,Germany,Partial,Yes,2024,2028,66.8
2424,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Multirole Aircraft,Air Force,Air,F-35 / Rafale / F/A-18,315,Operational,Needs Repair,2023,1,179.5,56542.5,France,Partial,Yes,2024,2025,65.5
2425,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Attack Helicopter,Aviation,Air,AH-64 Apache / Tiger / NH90,196,Reserve,Excellent,2018,6,268.77,52678.92,Israel,Yes,No,2022,2034,93.4
2426,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Attack Helicopter,Aviation,Air,AH-64 Apache / Tiger / NH90,1254,Decommissioning,Excellent,2017,7,229.98,288394.92,Israel,Partial,Yes,2018,2025,49.0
2427,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Attack Helicopter,Aviation,Air,AH-64 Apache / Tiger / NH90,1369,Decommissioning,Fair,2018,6,207.43,283971.67,Germany,Partial,Yes,2024,2026,52.6
2428,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Attack Helicopter,Aviation,Air,AH-64 Apache / Tiger / NH90,1959,Upgrading,Needs Repair,2018,6,83.83,164222.97,Turkey,Yes,No,2018,2035,82.4
2429,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,1065,Upgrading,Excellent,2022,2,424.32,451900.8,Israel,Yes,No,2024,2025,97.4
2430,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,536,In Maintenance,Needs Repair,2018,6,85.67,45919.12,Turkey,Yes,Yes,2019,2029,79.0
2431,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Submarine (SSK),Naval,Sea,Type 212 / Gotland,1434,In Maintenance,Excellent,2024,0,388.38,556936.92,UK,Partial,Yes,2024,2033,55.1
2432,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Submarine (SSK),Naval,Sea,Type 212 / Gotland,73,Upgrading,Fair,2024,0,267.47,19525.31,USA,No,No,2024,2033,82.5
2433,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,295,On Order,Fair,2022,2,23.16,6832.2,Germany,Partial,No,2022,2034,88.3
2434,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,6,On Order,End-of-Life,2022,2,161.82,970.92,Turkey,No,Yes,2023,2028,80.2
2435,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,375,Decommissioning,Fair,2024,0,95.28,35730.0,Turkey,Yes,Yes,2024,2030,97.6
2436,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Cyber Defense Unit,Cyber,Digital,CCDCOE / NATO Cyber Centre,263,Reserve,Excellent,2019,5,38.74,10188.62,USA,Partial,Yes,2020,2034,52.4
2437,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Cyber Defense Unit,Cyber,Digital,CCDCOE / NATO Cyber Centre,220,In Maintenance,Fair,2017,7,214.2,47124.0,Domestic,Yes,No,2023,2033,56.7
2438,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,1706,Operational,Good,2021,3,320.3,546431.8,France,Yes,Yes,2022,2027,91.3
2439,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,1858,In Maintenance,End-of-Life,2017,7,251.19,466711.02,Italy,Partial,No,2017,2035,74.5
2440,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,426,Operational,End-of-Life,2018,6,112.22,47805.72,Italy,Partial,No,2022,2027,68.7
2441,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,349,Operational,Needs Repair,2018,6,101.72,35500.28,Multi-National,Yes,Yes,2021,2034,43.2
2442,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,1266,Reserve,Excellent,2020,4,201.14,254643.24,France,Yes,No,2024,2028,56.2
2443,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,1227,In Maintenance,Needs Repair,2020,4,243.37,298614.99,UK,Partial,No,2021,2032,47.4
2444,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,1626,On Order,Fair,2020,4,200.7,326338.2,UK,No,Yes,2022,2029,58.8
2445,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,65,Operational,Excellent,2024,0,385.42,25052.3,Italy,Yes,No,2024,2034,96.5
2446,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,268,Decommissioning,Excellent,2020,4,412.79,110627.72,USA,Partial,Yes,2024,2026,73.8
2447,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,1529,Reserve,Excellent,2020,4,233.1,356409.9,Germany,Partial,No,2023,2031,75.4
2448,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,1135,Decommissioning,Needs Repair,2019,5,432.71,491125.85,Italy,Yes,No,2019,2029,65.5
2449,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,605,In Maintenance,Good,2018,6,144.85,87634.25,Domestic,No,Yes,2021,2030,64.9
2450,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Armored Reconnaissance Vehicle,Armored,Land,Fennek / Fuchs,126,In Maintenance,Excellent,2023,1,96.32,12136.32,USA,Partial,Yes,2024,2035,45.6
2451,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Armored Reconnaissance Vehicle,Armored,Land,Fennek / Fuchs,215,In Maintenance,Excellent,2022,2,151.96,32671.4,France,No,Yes,2024,2025,90.4
2452,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Armored Reconnaissance Vehicle,Armored,Land,Fennek / Fuchs,525,Upgrading,End-of-Life,2017,7,104.05,54626.25,USA,No,Yes,2020,2031,74.3
2453,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,434,Decommissioning,End-of-Life,2017,7,186.67,81014.78,Germany,Yes,Yes,2021,2029,71.0
2454,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,94,Operational,Needs Repair,2024,0,65.17,6125.98,Germany,No,No,2024,2026,57.9
2455,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,1146,In Maintenance,Good,2021,3,419.29,480506.34,Italy,No,Yes,2024,2029,90.0
2456,Montenegro,MNE,2017,No,No,Southern Europe,Podgorica,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,1180,In Maintenance,Needs Repair,2017,7,151.21,178427.8,Turkey,Partial,Yes,2019,2024,88.8
2457,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Sniper Rifle System,Small Arms,Land,Barrett M82 / Accuracy Int.,1892,Reserve,Excellent,1991,33,189.21,357985.32,Germany,Yes,Yes,2016,2034,69.9
2458,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Sniper Rifle System,Small Arms,Land,Barrett M82 / Accuracy Int.,649,Operational,Excellent,1981,43,16.43,10663.07,France,No,Yes,2000,2024,60.9
2459,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Sniper Rifle System,Small Arms,Land,Barrett M82 / Accuracy Int.,1290,On Order,Needs Repair,2018,6,23.95,30895.5,Domestic,Partial,Yes,2024,2028,86.9
2460,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,1954,Decommissioning,Fair,2005,19,162.03,316606.62,Domestic,Yes,Yes,2006,2028,42.2
2461,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,601,Reserve,Fair,2002,22,115.06,69151.06,Turkey,No,Yes,2011,2035,98.0
2462,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,1660,Reserve,Needs Repair,2006,18,158.28,262744.8,Domestic,No,Yes,2015,2030,65.5
2463,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Infantry Fighting Vehicle,Armored,Land,Bradley / Puma / AS-21,910,In Maintenance,End-of-Life,2004,20,27.7,25207.0,Domestic,Partial,No,2023,2029,84.2
2464,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Infantry Fighting Vehicle,Armored,Land,Bradley / Puma / AS-21,184,On Order,Excellent,2014,10,50.89,9363.76,Israel,No,Yes,2024,2034,62.3
2465,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Infantry Fighting Vehicle,Armored,Land,Bradley / Puma / AS-21,1142,Reserve,End-of-Life,1965,59,165.98,189549.16,Domestic,No,Yes,1971,2029,96.3
2466,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,1779,Reserve,Excellent,1959,65,349.26,621333.54,Israel,Partial,No,2020,2031,91.3
2467,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,1989,Operational,Excellent,1999,25,395.2,786052.8,France,Yes,Yes,2002,2033,67.5
2468,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,968,Reserve,Needs Repair,1957,67,73.39,71041.52,USA,No,No,1994,2028,62.7
2469,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Patrol Aircraft,Air Force,Air,P-8 Poseidon / Atlantic,581,On Order,End-of-Life,1996,28,342.61,199056.41,Germany,No,No,1998,2034,72.5
2470,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Patrol Aircraft,Air Force,Air,P-8 Poseidon / Atlantic,381,Operational,Excellent,2015,9,402.68,153421.08,France,No,Yes,2019,2035,80.9
2471,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Patrol Aircraft,Air Force,Air,P-8 Poseidon / Atlantic,573,Decommissioning,Good,2013,11,420.13,240734.49,Turkey,Partial,No,2022,2025,83.0
2472,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1876,Decommissioning,Fair,1988,36,437.15,820093.4,Domestic,Yes,No,2012,2029,91.0
2473,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1771,Upgrading,Good,2019,5,115.15,203930.65,Germany,Partial,No,2023,2035,90.5
2474,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1032,On Order,Needs Repair,2013,11,252.29,260363.28,France,No,No,2023,2034,80.3
2475,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,858,Upgrading,Good,1982,42,384.24,329677.92,Turkey,Partial,Yes,2002,2027,56.4
2476,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,305,Operational,End-of-Life,1994,30,50.63,15442.15,Turkey,Yes,No,1998,2032,74.2
2477,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Amphibious Assault Ship,Naval,Sea,USS America / HMS Albion,629,Upgrading,Needs Repair,2006,18,196.13,123365.77,Israel,Partial,No,2007,2035,76.6
2478,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,248,In Maintenance,Needs Repair,1974,50,402.41,99797.68,UK,Yes,No,2010,2034,78.9
2479,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,433,Decommissioning,Needs Repair,1964,60,202.02,87474.66,Domestic,Partial,No,1990,2031,59.1
2480,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,241,On Order,Needs Repair,1953,71,282.94,68188.54,France,Partial,No,2015,2024,79.6
2481,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,1754,Upgrading,Needs Repair,1985,39,353.4,619863.6,USA,No,Yes,2007,2031,90.7
2482,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,1936,Reserve,Excellent,1957,67,61.08,118250.88,USA,No,No,1993,2028,77.0
2483,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,75,Reserve,Good,2018,6,144.66,10849.5,Italy,No,Yes,2021,2028,96.9
2484,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,549,Reserve,Fair,2020,4,121.45,66676.05,Turkey,No,No,2021,2027,89.6
2485,Netherlands,NLD,1949,Yes,Yes,Western Europe,Amsterdam,Light Tank,Armored,Land,CV90105 / AMX-10RC,558,Reserve,Excellent,1973,51,1.95,1088.1,Italy,Yes,Yes,2016,2031,49.6
